,LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
196367,MT0F20O6HK,30,147542,133655,819,87,4,19.82,12,0.44,High School,Full-time,Single,No,No,Auto,No,1
196370,6NVT895B63,52,108640,156641,552,65,1,4.23,36,0.43,Master's,Self-employed,Divorced,Yes,Yes,Home,No,1
196373,Y62XU5JU6Y,35,44400,185317,783,19,1,8.07,60,0.85,Master's,Part-time,Single,No,No,Auto,Yes,1
196389,ZXVDYUHY04,55,28780,141376,786,2,3,9.52,12,0.23,Master's,Part-time,Married,No,No,Auto,No,1
196396,WNO7JKOFCZ,29,25268,47522,468,68,3,17.09,12,0.36,High School,Unemployed,Single,Yes,Yes,Education,No,1
196399,DJGE0MRYW7,49,36515,7620,389,93,4,20.17,36,0.16,Master's,Part-time,Single,Yes,Yes,Education,No,1
196403,QBK3A93HF7,69,106984,8335,625,20,4,23.16,36,0.62,Master's,Full-time,Single,No,No,Home,Yes,1
196411,D3BNF7PCFG,45,29881,188131,831,104,4,20.45,60,0.27,High School,Self-employed,Single,Yes,No,Business,No,1
196421,KJI2CCJQ8B,47,24696,19039,336,49,3,11.89,36,0.55,Bachelor's,Full-time,Single,No,No,Other,Yes,1
196440,YWRIBTLB04,35,28918,100800,697,1,1,19.33,12,0.87,Master's,Self-employed,Married,No,Yes,Home,Yes,1
196446,NOU138WO7L,24,133126,228496,358,33,3,15.98,48,0.41,Bachelor's,Unemployed,Single,No,Yes,Education,Yes,1
196457,SAU3IX4EDU,44,16550,183051,655,55,2,14.71,12,0.32,Master's,Unemployed,Divorced,No,No,Business,Yes,1
196461,XDK68L2BKJ,22,56542,143564,682,45,4,12.59,24,0.23,High School,Part-time,Divorced,Yes,No,Education,No,1
196462,Z7JHS9DD10,25,74938,199537,763,39,4,18.9,48,0.21,High School,Self-employed,Married,Yes,Yes,Education,Yes,1
196463,8IXP8KA0OH,31,22662,139458,355,91,4,21.8,60,0.12,Bachelor's,Full-time,Single,No,No,Other,Yes,1
196489,0F90YLM4PL,36,17163,134769,808,57,3,23.89,12,0.32,High School,Part-time,Divorced,Yes,No,Home,No,1
196511,EWBDP6N12H,18,51058,241328,382,41,3,4.46,24,0.16,PhD,Part-time,Divorced,Yes,No,Auto,Yes,1
196515,IAI25H0X1P,46,28643,246955,360,69,1,4.83,36,0.29,Bachelor's,Part-time,Married,No,No,Home,No,1
196522,XJ0JBIYUL5,35,74036,122693,651,1,2,6.03,24,0.78,High School,Full-time,Married,No,No,Home,Yes,1
196534,TQQL5D251K,25,132108,182495,759,24,4,2.39,36,0.21,Master's,Self-employed,Divorced,Yes,Yes,Auto,Yes,1
196538,A7F7EMXB42,50,22010,34525,529,14,4,10.2,12,0.67,High School,Self-employed,Divorced,No,Yes,Other,Yes,1
196546,QH0JDML30D,20,41251,121985,789,112,4,16.48,60,0.68,High School,Self-employed,Single,No,Yes,Business,No,1
196556,ZZW2ZFHKL1,25,21184,226678,450,44,3,18.07,24,0.57,PhD,Unemployed,Married,Yes,No,Other,No,1
196561,T3AUO4Q3S0,38,111413,119814,748,117,1,23.69,12,0.34,PhD,Full-time,Divorced,Yes,Yes,Auto,Yes,1
196563,2U13WTYKIV,55,48247,80774,480,7,4,7.21,12,0.29,High School,Unemployed,Divorced,No,No,Other,No,1
196571,AP6X1AR8IP,56,99003,40322,738,10,1,6.56,48,0.71,Bachelor's,Unemployed,Married,Yes,No,Education,Yes,1
196578,H88D0PR9S8,20,17944,50058,808,7,2,19.71,36,0.48,Bachelor's,Full-time,Single,No,No,Other,Yes,1
196583,D4BIZYMTFS,63,110602,157244,485,18,2,24.34,48,0.56,High School,Unemployed,Married,No,Yes,Other,Yes,1
196587,VBBXC1HKE4,29,74168,159882,604,49,1,15.23,36,0.27,PhD,Part-time,Single,Yes,No,Auto,No,1
196589,LISMWFSUM5,25,130057,235380,578,19,1,24.36,60,0.83,Master's,Unemployed,Divorced,No,Yes,Auto,No,1
196607,6VD49MNZZ6,45,50771,63892,581,79,4,23.03,60,0.83,High School,Unemployed,Married,No,No,Business,No,1
196611,VXYI4769J8,29,44625,95045,678,31,3,6.9,24,0.61,PhD,Self-employed,Divorced,No,No,Other,No,1
196619,3P3KV8A4Q6,45,73072,90589,535,24,1,7.87,24,0.81,PhD,Full-time,Divorced,Yes,No,Auto,Yes,1
196621,QVL36IBK8H,42,48161,42342,780,8,2,23.24,12,0.53,High School,Full-time,Married,No,No,Business,No,1
196622,JMV311X9HJ,31,69384,36462,805,24,4,24.28,36,0.35,Master's,Unemployed,Single,No,No,Business,Yes,1
196640,GM6TNTTDCA,39,85478,128997,649,91,4,5.48,48,0.37,Master's,Self-employed,Married,Yes,Yes,Business,Yes,1
196652,16K6MCDEFI,37,73946,225844,544,10,1,24.21,24,0.64,PhD,Full-time,Divorced,Yes,Yes,Education,No,1
196658,WNCI9I6268,68,139382,220956,436,18,3,7.54,60,0.29,PhD,Full-time,Divorced,Yes,Yes,Other,No,1
196659,5APVEXSGOP,38,26287,237598,327,2,1,23.91,36,0.32,Master's,Full-time,Single,No,No,Auto,No,1
196667,X78X7TLEYE,25,90277,127071,399,25,2,5.52,24,0.73,Master's,Self-employed,Divorced,No,No,Education,No,1
196678,8BQP1CHKJD,31,112601,158316,645,0,1,4.06,24,0.25,High School,Self-employed,Single,No,Yes,Business,Yes,1
196681,BJ8ZRCS3IQ,40,36971,237081,467,72,1,7.12,36,0.48,Bachelor's,Self-employed,Married,Yes,No,Other,Yes,1
196688,419QFQO18M,33,39817,242797,302,15,3,23.86,48,0.21,Bachelor's,Full-time,Single,No,Yes,Home,Yes,1
196692,5H1DXLKR0B,56,72089,198775,568,15,3,11.34,60,0.67,Master's,Self-employed,Single,No,Yes,Other,Yes,1
196695,YGLLDFZ1MD,47,16827,173920,380,0,1,4.63,60,0.25,Bachelor's,Self-employed,Married,Yes,Yes,Business,Yes,1
196699,MAN5S6GW8A,58,58657,222372,372,13,1,5.12,12,0.46,High School,Full-time,Single,No,Yes,Home,Yes,1
196713,R7NYRTQYGS,24,38733,221616,416,26,2,24.4,48,0.35,PhD,Self-employed,Married,No,Yes,Auto,Yes,1
196714,E0DJPK70NE,22,45564,155334,829,23,4,18.77,12,0.64,Master's,Part-time,Single,Yes,No,Business,Yes,1
196715,HQBJ44PM08,28,119636,199569,411,28,2,7.03,12,0.89,High School,Unemployed,Divorced,Yes,Yes,Education,Yes,1
196728,4CXNYLY3AE,59,19423,89676,827,4,4,6.38,60,0.76,High School,Full-time,Divorced,Yes,No,Other,Yes,1
196738,7Q2H0L00AW,58,142049,35079,658,58,2,9.47,60,0.73,Bachelor's,Part-time,Divorced,Yes,No,Education,No,1
196752,BR1CKVTBRZ,48,18652,120556,452,84,2,14.22,36,0.55,High School,Full-time,Divorced,Yes,Yes,Auto,No,1
196755,NNM75631JQ,62,36583,77800,552,1,3,14.25,48,0.37,PhD,Self-employed,Single,No,Yes,Auto,Yes,1
196770,OMITOR84KC,47,138102,77980,436,41,3,21.88,12,0.43,High School,Full-time,Married,No,Yes,Business,No,1
196771,M38V5Y5WOV,20,127278,167606,321,105,2,14.67,24,0.62,Bachelor's,Unemployed,Divorced,Yes,No,Home,No,1
196772,L8VGKQDS42,18,138557,142579,351,43,1,13.53,60,0.35,Bachelor's,Unemployed,Single,No,Yes,Home,No,1
196773,ZJWVUT6BVC,33,34637,241512,407,34,2,14.2,36,0.9,PhD,Self-employed,Divorced,No,Yes,Business,No,1
196788,NJDC89I50T,59,132459,226178,570,24,3,13.04,60,0.5,PhD,Part-time,Single,Yes,No,Business,No,1
196794,C48NTZSKJS,22,99303,64741,411,38,3,15.05,24,0.34,High School,Full-time,Divorced,No,No,Education,Yes,1
196809,O14D4SEP7H,24,27947,169596,677,15,4,20.26,12,0.66,Master's,Unemployed,Married,No,Yes,Home,No,1
196812,EOIEN10OWJ,22,48973,223281,649,54,3,23.32,24,0.39,Bachelor's,Part-time,Divorced,No,Yes,Home,No,1
196828,LL13W7X5LC,55,25836,109727,512,10,2,18.33,24,0.25,Master's,Unemployed,Single,No,No,Business,No,1
196842,QVUDY1M2BZ,31,77374,204901,605,13,4,2.26,60,0.35,Bachelor's,Part-time,Married,No,Yes,Auto,Yes,1
196871,19VKNGNBCH,59,87597,214384,310,25,1,9.12,36,0.39,High School,Self-employed,Married,No,Yes,Education,Yes,1
196874,9XA974EBE8,67,72125,225237,616,46,1,13.71,36,0.68,High School,Full-time,Married,No,Yes,Business,Yes,1
196891,LN4R9XXL3A,30,21143,57919,601,99,3,23.25,12,0.39,Bachelor's,Unemployed,Divorced,No,No,Education,Yes,1
196897,U12I447E2W,24,105252,96480,567,115,2,20.45,48,0.51,PhD,Part-time,Single,Yes,Yes,Other,No,1
196898,T9DPLZ9OJP,30,27163,80017,442,44,3,22.73,60,0.85,Bachelor's,Full-time,Divorced,Yes,No,Education,No,1
196903,67TNT4HLOK,34,15952,123483,807,75,2,10.75,36,0.17,Bachelor's,Self-employed,Married,Yes,No,Auto,No,1
196904,V8FX4IWYH2,41,143708,221403,594,49,3,9.79,60,0.31,High School,Full-time,Divorced,No,No,Auto,No,1
196905,LERD662ENL,31,85232,243716,784,33,2,5.68,60,0.27,Bachelor's,Part-time,Divorced,No,No,Business,Yes,1
196908,A92WW3SKMH,18,120529,81648,479,65,2,8.43,12,0.45,PhD,Self-employed,Married,Yes,Yes,Home,No,1
196916,NV9OBCIN0K,30,46226,227907,465,92,2,23.31,36,0.64,PhD,Full-time,Single,No,No,Business,No,1
196920,19FCCBEJI0,38,23537,210397,740,2,4,19.32,24,0.2,High School,Unemployed,Divorced,No,Yes,Education,Yes,1
196932,T5IM0WF9SA,41,31477,219640,365,100,3,8.17,36,0.45,PhD,Part-time,Married,Yes,No,Other,No,1
196934,H5NYUMURNT,21,148328,70869,458,6,3,14.82,12,0.18,PhD,Unemployed,Divorced,No,No,Home,No,1
196937,VZ1I0Z2YLM,27,94891,213710,586,1,1,15.48,12,0.33,High School,Unemployed,Divorced,No,Yes,Education,No,1
196945,7JD70UVBJ0,56,15034,68831,465,62,4,2.61,36,0.67,Bachelor's,Full-time,Single,No,No,Home,Yes,1
196949,F4E7LI4T3A,45,142780,85529,366,57,2,12.2,60,0.3,Bachelor's,Unemployed,Divorced,Yes,Yes,Home,No,1
196950,4F5ZWXI7J1,37,87190,60662,520,93,1,4.91,24,0.14,Master's,Self-employed,Married,Yes,Yes,Education,No,1
196956,HYEPZNFLQ7,33,27634,134438,639,41,3,11.82,36,0.15,High School,Part-time,Divorced,No,Yes,Auto,No,1
196972,36IZM0DXEO,44,95464,157888,588,39,1,23.25,36,0.43,Bachelor's,Full-time,Divorced,No,Yes,Business,Yes,1
196979,4IJ3NRDXGF,22,101719,185885,424,5,2,24.7,60,0.2,Master's,Part-time,Married,No,Yes,Auto,No,1
196983,THMPYJKG3D,55,99200,9994,800,104,3,15.68,60,0.64,PhD,Self-employed,Single,No,No,Business,No,1
197002,IEW9IOHBMC,29,36567,222349,523,43,4,15.49,24,0.34,PhD,Unemployed,Divorced,No,No,Auto,No,1
197009,5FXNVJZRFE,35,62945,189162,835,83,1,6.25,36,0.32,PhD,Self-employed,Single,Yes,Yes,Auto,No,1
197010,PEWVGH4Q78,31,94626,50469,499,0,2,21.83,36,0.45,Bachelor's,Unemployed,Divorced,No,Yes,Home,No,1
197029,S9BRMGQZZ4,19,67862,90268,370,33,2,18.92,12,0.37,PhD,Unemployed,Married,Yes,Yes,Other,No,1
197031,QA20IXS14G,18,133605,112976,552,18,2,23.12,24,0.37,Bachelor's,Self-employed,Single,Yes,Yes,Business,No,1
197040,H04PTRGJWW,37,56177,60010,429,34,1,18.35,48,0.79,PhD,Unemployed,Divorced,No,Yes,Business,No,1
197044,YLS1FDNS66,26,28581,162516,436,89,2,6.01,36,0.71,PhD,Full-time,Married,Yes,No,Business,Yes,1
197045,BK94K8W8RU,30,123061,169672,425,55,3,21.94,48,0.42,PhD,Full-time,Married,Yes,No,Business,Yes,1
197046,6Q4JKH48FQ,22,149158,209887,449,13,2,17.36,48,0.48,Bachelor's,Full-time,Divorced,No,Yes,Home,Yes,1
197088,GU3F1406FJ,24,92744,213469,365,52,4,12.17,36,0.64,High School,Unemployed,Married,Yes,Yes,Other,No,1
197090,H3AYKYYA6Z,44,76269,75437,527,15,1,3.37,12,0.13,High School,Full-time,Married,No,No,Home,No,1
197102,1BMZ7AKUFJ,46,57739,12479,584,18,4,7.15,12,0.37,Master's,Full-time,Single,Yes,Yes,Education,No,1
197113,1OI3ZWVAOF,31,93110,175605,849,1,3,19.6,48,0.45,High School,Unemployed,Divorced,No,Yes,Home,No,1
197139,2VQPTG0CPN,35,39883,26025,373,2,4,18.55,60,0.74,Bachelor's,Self-employed,Married,Yes,Yes,Education,No,1
197141,Y8QOBNTJB0,26,148061,16610,747,49,3,17.21,24,0.22,PhD,Self-employed,Married,Yes,No,Education,Yes,1
197168,1P55VY447V,21,82346,41802,590,9,1,20.3,12,0.57,Master's,Full-time,Divorced,No,No,Home,Yes,1
197171,OEN3DATF0Q,18,76188,241626,446,8,1,11.7,12,0.32,High School,Self-employed,Single,No,No,Business,Yes,1
197179,LVYFGMEE20,22,102596,60784,333,28,1,12.76,36,0.21,PhD,Self-employed,Single,Yes,No,Other,No,1
197181,IFH7QCAMRO,31,57151,220572,584,31,3,9.41,60,0.29,Bachelor's,Part-time,Married,Yes,No,Other,Yes,1
197193,SC257LI52Q,31,25724,174518,427,111,2,11.35,12,0.47,Master's,Full-time,Single,Yes,Yes,Business,Yes,1
197216,5RKJCZQ04I,26,121315,104109,639,61,3,11.47,24,0.22,High School,Self-employed,Single,Yes,No,Auto,No,1
197219,0J66B1RP3J,26,46272,243937,646,13,2,4.2,36,0.21,PhD,Unemployed,Single,No,No,Auto,Yes,1
197222,DNITQ3X7CJ,47,45687,74072,412,70,3,18.08,60,0.7,PhD,Part-time,Divorced,No,No,Other,No,1
197226,IGDRU34XXC,35,138569,110948,829,44,3,21.28,36,0.88,Master's,Unemployed,Single,Yes,No,Education,Yes,1
197237,GEMWCGV0V5,49,21351,157402,770,29,3,16.91,12,0.79,High School,Part-time,Divorced,Yes,No,Business,No,1
197243,25TFUWIUFH,21,142197,60221,532,15,2,5.69,60,0.3,Bachelor's,Part-time,Divorced,No,No,Auto,Yes,1
197265,0XEZJA96GD,60,84635,164578,699,90,1,24.07,60,0.87,PhD,Unemployed,Single,No,Yes,Home,No,1
197294,N9A8N8HBAE,42,42278,243049,655,0,4,22.84,60,0.31,PhD,Part-time,Single,No,Yes,Business,No,1
197315,9LKLYGAJF1,63,96767,239637,500,8,2,22.64,60,0.82,High School,Part-time,Married,Yes,Yes,Home,Yes,1
197324,Q3N45VUN8I,19,86567,18061,778,95,1,24.14,24,0.34,Bachelor's,Self-employed,Divorced,No,Yes,Home,Yes,1
197344,447NU8LRIJ,28,57646,97003,591,99,1,13.97,36,0.81,Bachelor's,Full-time,Single,Yes,No,Home,No,1
197364,SX0V3MEYIN,20,128975,100735,472,7,4,20.63,60,0.47,Master's,Unemployed,Single,No,No,Business,No,1
197370,0U4C8WORC3,61,64725,161678,487,45,2,20.6,36,0.73,Master's,Self-employed,Divorced,Yes,Yes,Other,Yes,1
197379,CQ14CBXGR5,40,18283,220016,588,119,4,22.52,24,0.33,Master's,Unemployed,Divorced,No,No,Business,Yes,1
197396,LHJU2M15C0,24,80912,67699,549,108,1,22.95,36,0.88,Bachelor's,Unemployed,Married,Yes,Yes,Home,No,1
197400,LFZO5QUKQQ,33,37547,200095,311,87,3,15.99,12,0.66,Bachelor's,Part-time,Single,No,No,Auto,Yes,1
197404,PSVMCY9X5K,34,103323,139856,588,33,1,10.12,36,0.49,Bachelor's,Part-time,Married,No,Yes,Education,No,1
197434,H71ZH4BZEY,57,126075,153493,629,35,4,21.42,36,0.67,High School,Full-time,Single,Yes,Yes,Education,Yes,1
197441,YEOMWB7INB,49,122501,108312,673,28,4,6.35,24,0.17,PhD,Unemployed,Married,Yes,Yes,Home,No,1
197444,KUID5PPPNQ,51,60252,185784,477,26,4,9.3,48,0.17,Bachelor's,Part-time,Single,No,Yes,Home,No,1
197468,W7J3O7FU7U,63,52592,5430,415,31,3,22.08,24,0.83,Master's,Unemployed,Single,Yes,Yes,Other,Yes,1
197469,QNI1F4YC0N,49,73032,126695,372,98,4,21.17,24,0.56,Bachelor's,Self-employed,Divorced,No,Yes,Auto,Yes,1
197470,MHS19Y3HHT,18,54718,208540,639,28,4,8.34,12,0.8,Master's,Self-employed,Divorced,Yes,No,Other,Yes,1
197477,HBIIYVGBKE,28,107125,37588,804,33,4,10.61,48,0.71,Bachelor's,Part-time,Married,Yes,No,Business,Yes,1
197478,VTBROAQ7O2,28,105922,191897,482,43,4,24.39,24,0.73,Master's,Part-time,Single,Yes,Yes,Auto,No,1
197483,IYJ8R7U900,25,58555,40832,681,18,1,14.32,36,0.51,Master's,Unemployed,Married,Yes,No,Other,No,1
197490,0K7YOZ1DYX,30,82353,188087,405,23,3,11.82,60,0.84,High School,Part-time,Divorced,Yes,No,Education,Yes,1
197493,YJ7R1OSKCS,18,74606,101352,433,35,2,22.42,24,0.64,Master's,Part-time,Married,No,No,Education,Yes,1
197495,Y1DY3EV2VS,20,128622,151087,613,118,4,17.36,36,0.31,PhD,Self-employed,Married,No,No,Other,Yes,1
197506,V88KPBBHX8,20,24253,172527,413,61,3,20.86,48,0.55,Master's,Part-time,Single,No,Yes,Auto,No,1
197507,OHM5DK6V9Q,24,108277,180817,563,107,3,24.4,12,0.5,High School,Unemployed,Divorced,No,Yes,Business,Yes,1
197510,EGE5X0AXLV,30,119749,58256,805,25,4,19.72,60,0.59,PhD,Unemployed,Single,Yes,Yes,Education,Yes,1
197523,3XH7VQ6QOP,31,62793,184036,350,77,2,18.74,36,0.58,Master's,Full-time,Single,No,No,Auto,No,1
197527,J86H6SSGIJ,57,21943,77349,702,92,1,20.14,36,0.68,PhD,Unemployed,Divorced,Yes,No,Business,No,1
197529,KC02JLMNQA,51,99194,195302,816,4,3,11.58,36,0.87,High School,Self-employed,Married,Yes,No,Education,Yes,1
197539,U85IPNSTPA,35,138824,79362,835,41,1,6.72,36,0.86,High School,Unemployed,Married,No,Yes,Business,No,1
197541,4P4VWPCM1R,23,148962,206525,343,12,2,16.14,60,0.19,Bachelor's,Full-time,Single,Yes,No,Home,No,1
197551,EQ4HJ9ZBJD,20,91961,139766,415,60,2,10.7,24,0.36,High School,Unemployed,Married,Yes,Yes,Education,No,1
197553,KCB0V91ZEU,22,22688,128178,748,116,2,11.25,24,0.32,Bachelor's,Self-employed,Married,Yes,No,Home,No,1
197559,F0R5IHWYT8,22,52418,236260,804,1,2,8.02,36,0.57,Bachelor's,Full-time,Divorced,Yes,No,Home,No,1
197560,VXX2BOFSFM,26,126414,130580,785,94,1,12.0,24,0.29,High School,Full-time,Married,Yes,Yes,Education,No,1
197565,KOM84IS3UJ,40,24584,197138,585,79,2,16.53,36,0.83,PhD,Part-time,Divorced,No,Yes,Business,Yes,1
197572,2CGQMYFGDC,28,66233,131093,348,37,4,7.57,36,0.82,Bachelor's,Self-employed,Married,Yes,Yes,Home,Yes,1
197590,PD4NRIJRM3,31,124415,61600,774,35,1,15.46,60,0.13,PhD,Part-time,Divorced,No,No,Business,No,1
197591,XSMBHH1FE5,32,60623,179945,720,89,2,21.7,48,0.77,Bachelor's,Full-time,Married,Yes,No,Auto,No,1
197595,KDJAL6Q0SO,43,141499,237235,662,84,4,20.28,48,0.2,PhD,Self-employed,Single,Yes,No,Other,Yes,1
197599,4E0KQTSO0B,53,60411,172739,652,103,4,9.32,12,0.44,Master's,Self-employed,Married,No,No,Auto,Yes,1
197628,FN0CBL1IP0,19,26126,86826,722,41,3,13.56,36,0.57,Master's,Self-employed,Married,Yes,Yes,Business,No,1
197631,3DI6KHSJ8N,43,27799,206640,647,105,4,11.05,12,0.64,PhD,Part-time,Divorced,Yes,Yes,Business,No,1
197634,QL12NBQANP,23,129891,59106,588,57,4,19.13,60,0.86,PhD,Part-time,Married,Yes,No,Business,Yes,1
197649,GM40LQJLAD,41,32143,178958,321,55,1,18.1,24,0.8,Bachelor's,Part-time,Married,No,No,Education,No,1
197657,2REJENDBTH,38,134314,88727,483,63,2,24.52,12,0.77,Bachelor's,Unemployed,Divorced,Yes,Yes,Home,No,1
197658,HLAU40VYBL,38,49402,141404,392,24,2,19.79,24,0.86,Bachelor's,Unemployed,Divorced,No,Yes,Business,Yes,1
197670,2ANCLGQ7M1,24,124724,115704,656,63,4,5.77,36,0.17,High School,Self-employed,Divorced,No,Yes,Other,No,1
197678,MHSZYSADX6,30,136768,45945,489,56,4,4.32,12,0.87,High School,Part-time,Single,No,No,Other,No,1
197687,RY1MX956JO,28,73901,38691,750,13,1,15.98,24,0.72,High School,Unemployed,Married,Yes,No,Education,No,1
197707,C3NAR40J57,26,78526,159141,707,96,2,16.09,24,0.71,Bachelor's,Unemployed,Divorced,No,No,Auto,No,1
197716,8KHC6IAAHN,19,93694,243499,530,105,3,7.03,60,0.39,High School,Unemployed,Married,No,No,Business,No,1
197721,BKQQ8FUJSQ,29,62239,74285,660,8,3,2.48,24,0.58,High School,Unemployed,Divorced,Yes,No,Business,Yes,1
197722,V0K92J7H49,46,99363,44094,301,91,2,23.2,60,0.86,High School,Unemployed,Divorced,No,No,Education,No,1
197725,S67XRHZWMB,41,117176,49212,395,109,3,11.52,60,0.76,Master's,Unemployed,Married,No,Yes,Education,No,1
197726,P6RGYWYQ3V,58,68358,89211,409,107,2,12.14,48,0.18,PhD,Full-time,Single,Yes,Yes,Business,No,1
197739,8U65PX5ITC,38,63458,218740,792,37,1,16.3,48,0.63,Bachelor's,Full-time,Divorced,No,Yes,Home,No,1
197745,YAOY3ZQFGP,41,21868,149926,376,38,4,11.4,48,0.39,Master's,Unemployed,Single,Yes,No,Other,Yes,1
197750,G11D4A75II,31,26552,156175,579,5,4,15.56,48,0.89,High School,Unemployed,Married,Yes,No,Other,Yes,1
197767,2KUZEQPE54,29,50984,175576,751,45,4,24.41,24,0.71,High School,Full-time,Married,Yes,Yes,Other,Yes,1
197768,T6U3H39F5R,18,49304,105748,325,60,4,20.44,60,0.74,Bachelor's,Part-time,Divorced,Yes,Yes,Auto,Yes,1
197780,V5PY7PZKTX,37,16655,173805,361,46,3,8.58,36,0.88,Bachelor's,Self-employed,Married,No,No,Other,No,1
197804,NPTM5KZZ3A,41,24822,236794,369,66,2,22.81,48,0.16,PhD,Unemployed,Single,Yes,No,Business,No,1
197837,N9QFDMBTQL,22,18980,121962,477,26,4,10.77,48,0.72,Master's,Unemployed,Single,No,No,Auto,Yes,1
197839,REMZAPMH97,53,77761,128268,325,8,4,9.75,12,0.73,Master's,Unemployed,Single,No,Yes,Other,Yes,1
197851,G57FXA443F,27,41145,191497,640,86,1,12.52,48,0.86,Bachelor's,Self-employed,Divorced,Yes,No,Education,Yes,1
197854,08KQIMUHMQ,24,57351,213583,370,0,1,17.44,48,0.87,PhD,Unemployed,Married,Yes,No,Auto,Yes,1
197864,GFTDSOJ5TD,28,17774,144866,322,43,2,15.69,12,0.35,PhD,Full-time,Divorced,No,No,Other,Yes,1
197865,THIPRXDKE1,20,109894,44087,309,13,3,7.78,60,0.2,Master's,Self-employed,Divorced,No,Yes,Business,No,1
197869,DK1X1IB22B,46,142873,104953,489,60,3,15.13,24,0.37,Master's,Unemployed,Single,No,Yes,Home,No,1
197884,J2X3GKGOVR,18,35300,205752,337,30,1,16.51,48,0.14,PhD,Part-time,Single,Yes,Yes,Business,No,1
197887,CB9667EH2L,46,76354,202799,464,88,4,23.0,60,0.1,Bachelor's,Full-time,Married,Yes,Yes,Business,No,1
197894,OTJ3NIBYLQ,24,43507,209544,398,107,2,22.03,24,0.24,Master's,Self-employed,Divorced,Yes,No,Home,No,1
197909,07C33PXLN6,31,77413,240813,589,32,3,10.75,48,0.77,Bachelor's,Full-time,Single,No,No,Auto,Yes,1
197923,I983X59F5E,28,89785,31168,503,101,2,5.59,60,0.54,PhD,Unemployed,Married,Yes,No,Education,No,1
197924,XUQA0RZI4N,31,19688,138002,827,18,4,21.68,60,0.84,High School,Self-employed,Single,No,Yes,Auto,No,1
197927,3JAQA14PFA,28,94722,204697,402,2,4,20.24,24,0.63,Bachelor's,Full-time,Divorced,No,Yes,Auto,Yes,1
197947,HG3SHZJ7XJ,41,48273,86536,558,14,4,14.22,12,0.57,Master's,Unemployed,Divorced,No,No,Business,Yes,1
197951,A1OOA2LRMM,20,37370,208727,765,15,2,23.53,36,0.45,Master's,Unemployed,Divorced,No,Yes,Home,No,1
197952,JFXZY8YINE,24,28658,48745,596,15,3,22.81,36,0.47,Bachelor's,Self-employed,Married,Yes,No,Home,No,1
197957,70ZAMVSDAS,35,19548,159190,583,108,3,18.65,60,0.79,PhD,Part-time,Single,Yes,No,Other,Yes,1
197963,OXWLXTV28C,32,50487,76851,723,19,3,9.97,36,0.18,Bachelor's,Full-time,Married,Yes,No,Education,Yes,1
197974,BHOPYYV6NT,69,75319,222696,332,33,1,15.14,24,0.13,Bachelor's,Unemployed,Single,No,Yes,Home,Yes,1
197996,FXQEK5SSUP,34,127082,189093,373,62,2,24.54,48,0.56,PhD,Part-time,Divorced,Yes,Yes,Business,No,1
198019,TDCRHC6G8L,27,129467,30179,741,32,3,21.22,60,0.17,High School,Self-employed,Married,Yes,No,Business,Yes,1
198021,7C6TN0KEG7,36,131827,121192,580,29,1,24.42,60,0.75,PhD,Part-time,Divorced,Yes,Yes,Home,Yes,1
198024,Y96G95TBOR,48,40008,32849,317,103,2,22.15,60,0.47,PhD,Unemployed,Married,No,No,Education,Yes,1
198025,ATJF0L00C5,29,145923,165750,478,16,3,22.42,36,0.36,Bachelor's,Full-time,Married,Yes,Yes,Auto,Yes,1
198027,DNO8ENQ4KR,29,32374,66796,371,114,3,21.63,12,0.43,Master's,Full-time,Single,No,Yes,Auto,No,1
198033,IE2KJ162SA,20,39621,14181,826,39,4,21.78,36,0.41,Master's,Unemployed,Divorced,Yes,No,Auto,Yes,1
198044,MRZFMSZ5FC,33,91703,69552,369,4,3,15.53,12,0.69,Bachelor's,Full-time,Divorced,No,No,Education,No,1
198063,98HCSPLRPZ,26,133134,34512,498,9,2,3.15,48,0.41,Master's,Full-time,Divorced,Yes,No,Business,Yes,1
198070,1722488S8C,29,19753,108383,649,106,2,8.61,24,0.81,PhD,Unemployed,Divorced,No,No,Home,No,1
198084,JWCL8983IX,57,110376,23924,454,42,1,10.34,48,0.49,High School,Part-time,Single,No,No,Education,No,1
198096,JWR0PXHHP9,65,24353,249522,385,65,3,22.39,60,0.36,Bachelor's,Unemployed,Married,Yes,No,Other,Yes,1
198105,WOMLXV7VXH,41,102300,149813,577,36,3,23.82,60,0.21,High School,Unemployed,Divorced,No,Yes,Education,No,1
198121,VX9HUE0H82,62,88085,201063,335,87,1,11.98,24,0.52,PhD,Unemployed,Single,Yes,No,Business,Yes,1
198125,I4KUH4K7NQ,45,98577,144207,530,112,4,13.71,48,0.54,Bachelor's,Part-time,Divorced,No,No,Auto,No,1
198126,5SP6BFCPUB,27,67313,114928,537,10,4,17.93,36,0.12,High School,Part-time,Single,Yes,No,Other,No,1
198130,DNYNLWPZFP,48,39011,77410,308,27,4,22.62,60,0.83,Master's,Part-time,Divorced,Yes,Yes,Business,No,1
198131,M0JE6WZ2Z2,49,109503,12460,564,69,1,20.41,48,0.88,Bachelor's,Part-time,Married,Yes,No,Home,No,1
